Country,State,Year,Crop Name,Additional Info,"Area (UOM:Ha(Hectare)), Scaling Factor:1000","Area Percentage To All India (%) (UOM:%(Percentage)), Scaling Factor:1",Production ,"Production Percentage To All India (%) (UOM:%(Percentage)), Scaling Factor:1","Yield (UOM:Kg/Ha(KilogramperHectare)), Scaling Factor:1"
India,Karnataka,"Agriculture Year (Jul - Jun), 2020",Nutri/Coarse Cereals,4th Advance Estimates,3.45,14.47,7.73,15.11,2243
India,Karnataka,"Agriculture Year (Jul - Jun), 2020",Onion,3rd Advance Estimates,0.2304,14.06,2.66068,9.92,11548
India,Karnataka,"Agriculture Year (Jul - Jun), 2020",Soyabean,4th Advance Estimates,0.31,2.42,0.38,2.91,1212
India,Karnataka,"Agriculture Year (Jul - Jun), 2020",Sugarcane,4th Advance Estimates,0.44,9.12,42.09,10.54,95000
India,Karnataka,"Agriculture Year (Jul - Jun), 2020",Sunflower,4th Advance Estimates,0.12,53.93,0.11,46.54,883
India,Karnataka,"Agriculture Year (Jul - Jun), 2020",Tomato,3rd Advance Estimates,0.067,7.74,2.077,9.86,31
India,Karnataka,"Agriculture Year (Jul - Jun), 2020",Total Pulses,4th Advance Estimates,3.12,10.82,2.12,8.25,680
India,Karnataka,"Agriculture Year (Jul - Jun), 2020",Tur (Arhar),4th Advance Estimates,1.63,33.96,1.24,28.9,759
India,Kerala,"Agriculture Year (Jul - Jun), 2020",Coconut,3rd Advance Estimates,0.76072,34.82,5.114,35.09,6723
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,4th Advance Estimates,15.41,11.91,31.96,10.36,2074
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Bajra,4th Advance Estimates,0.33,4.32,0.74,6.79,2256
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Cotton,4th Advance Estimates,0.57,4.4,0.3026,5.04,530
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Gram,4th Advance Estimates,2.1,21.35,3.13,26.09,1488
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Groundnut,4th Advance Estimates,0.37,6.02,0.58,5.64,1569
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Jowar,4th Advance Estimates,0.11,2.55,0.18,3.69,1636
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Lentil (Masur),4th Advance Estimates,0.52,35.94,0.59,40.89,1139
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Maize,4th Advance Estimates,1.46,14.82,3.58,11.37,2451
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Nine Oilseeds,4th Advance Estimates,8.13,28.23,6.68,18.5,822
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Nutri/Coarse Cereals,4th Advance Estimates,2.01,8.42,4.63,9.06,2309
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Onion,3rd Advance Estimates,0.18692,11.41,4.54856,16.95,24335
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Potato,3rd Advance Estimates,0.15639,6.96,3.56694,6.58,22808
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Rapeseed & Mustard,4th Advance Estimates,0.77,11.45,1.31,12.98,1713
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Soyabean,4th Advance Estimates,6.5,50.73,4.61,35.78,710
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Sugarcane,4th Advance Estimates,0.11,2.26,5.88,1.47,53450
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Tomato,3rd Advance Estimates,0.10292,11.89,2.97031,14.11,28
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Total Pulses,4th Advance Estimates,4.89,16.95,5.3,20.6,1084
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Tur (Arhar),4th Advance Estimates,0.23,4.71,0.26,5.98,1134
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Wheat,4th Advance Estimates,6.39,20.2,17.62,16.08,2758
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Foodgrains,4th Advance Estimates,11.33,8.76,16.07,5.21,1418
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Bajra,4th Advance Estimates,0.64,8.42,0.64,5.88,1003
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Coconut,3rd Advance Estimates,0.02995,1.37,0.36115,2.48,12059
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Cotton,4th Advance Estimates,4.29,32.95,1.6303,27.1,380
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Gram,4th Advance Estimates,2.15,21.78,2.37,19.77,1105
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Groundnut,4th Advance Estimates,0.34,5.57,0.44,4.3,1294
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Jowar,4th Advance Estimates,1.94,45.63,1.76,36.85,911
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Maize,4th Advance Estimates,1.15,11.62,3.44,10.91,3000
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Nine Oilseeds,4th Advance Estimates,4.81,16.7,6.69,18.52,1391
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Nutri/Coarse Cereals,4th Advance Estimates,3.89,16.33,6,11.72,1540
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Onion,3rd Advance Estimates,0.7038,42.95,10.47646,39.05,14886
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Soyabean,4th Advance Estimates,4.36,34.01,6.2,48.07,1423
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Sugarcane,4th Advance Estimates,1.14,23.53,101.59,25.45,88900
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Sunflower,4th Advance Estimates,0.02,9.6,0.01,5.35,570
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Tomato,3rd Advance Estimates,0.05606,6.48,1.12496,5.34,20
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Total Pulses,4th Advance Estimates,4.47,15.49,4.3,16.71,962
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Tur (Arhar),4th Advance Estimates,1.24,25.74,1.28,29.87,1035
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Wheat,4th Advance Estimates,1.31,4.13,2.33,2.13,1782
India,Odisha,"Agriculture Year (Jul - Jun), 2020",Coconut,3rd Advance Estimates,0.05235,2.4,0.27461,1.88,5246
India,Odisha,"Agriculture Year (Jul - Jun), 2020",Rice,4th Advance Estimates,4.03,8.95,8.77,7.17,2173
India,Odisha,"Agriculture Year (Jul - Jun), 2020",Sunflower,4th Advance Estimates,0.02,8.08,0.02,9.62,1218
India,Odisha,"Agriculture Year (Jul - Jun), 2020",Tomato,3rd Advance Estimates,0.09389,10.85,1.43198,6.8,15
India,Odisha,"Agriculture Year (Jul - Jun), 2020",Tur (Arhar),4th Advance Estimates,0.13,2.7,0.12,2.89,953
India,Punjab,"Agriculture Year (Jul - Jun), 2020",Foodgrains,4th Advance Estimates,6.46,5,29.77,9.65,4606
India,Punjab,"Agriculture Year (Jul - Jun), 2020",Potato,3rd Advance Estimates,0.10709,4.76,2.94855,5.44,27534
India,Punjab,"Agriculture Year (Jul - Jun), 2020",Rice,4th Advance Estimates,2.79,6.19,12.18,9.96,4366
India,Punjab,"Agriculture Year (Jul - Jun), 2020",Sugarcane,4th Advance Estimates,0.09,1.84,7.49,1.87,83820
India,Punjab,"Agriculture Year (Jul - Jun), 2020",Wheat,4th Advance Estimates,3.53,11.15,17.14,15.65,4862
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Foodgrains,4th Advance Estimates,15.53,12.01,24.31,7.88,1566
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Bajra,4th Advance Estimates,4.32,57.1,4.53,41.71,1049
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Cotton,4th Advance Estimates,0.81,6.21,0.5457,9.06,675
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Gram,4th Advance Estimates,2.11,21.45,2.32,19.37,1099
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Groundnut,4th Advance Estimates,0.86,14.04,1.93,18.91,2256
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Jowar,4th Advance Estimates,0.56,13.2,0.59,12.35,1055
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Maize,4th Advance Estimates,1,10.09,2.27,7.2,2281
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Nine Oilseeds,4th Advance Estimates,5.19,18.04,7.94,22,1529
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Nutri/Coarse Cereals,4th Advance Estimates,6.15,25.81,8.33,16.3,1355
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Onion,3rd Advance Estimates,0.0823,5.02,1.38667,5.17,16850
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Rapeseed & Mustard,4th Advance Estimates,2.72,40.6,4.51,44.57,1659
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Soyabean,4th Advance Estimates,1.13,8.82,1.09,8.49,969
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Total Pulses,4th Advance Estimates,6.15,21.32,4.31,16.75,701
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Wheat,4th Advance Estimates,3,9.5,11.04,10.08,3676
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2020",Foodgrains,4th Advance Estimates,3.83,2.96,11.45,3.71,2990
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2020",Coconut,3rd Advance Estimates,0.43757,20.03,3.71063,25.46,8480
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2020",Groundnut,4th Advance Estimates,0.41,6.71,0.94,9.25,2310
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2020",Jowar,4th Advance Estimates,0.41,9.69,0.45,9.41,1096
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2020",Maize,4th Advance Estimates,0.4,4.04,2.72,8.63,6820
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2020",Nine Oilseeds,4th Advance Estimates,0.48,1.65,0.99,2.73,2073
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2020",Nutri/Coarse Cereals,4th Advance Estimates,0.99,4.14,3.67,7.17,3721
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2020",Rice,4th Advance Estimates,2.04,4.52,7.28,5.96,3574
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2020",Sugarcane,4th Advance Estimates,0.12,2.57,12.8,3.21,102730
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2020",Tomato,3rd Advance Estimates,0.08298,9.59,2.37058,11.26,28
India,Telangana,"Agriculture Year (Jul - Jun), 2020",Foodgrains,4th Advance Estimates,3.38,2.62,10.32,3.34,3051
India,Telangana,"Agriculture Year (Jul - Jun), 2020",Cotton,4th Advance Estimates,2.36,18.14,1.0183,16.94,432
India,Telangana,"Agriculture Year (Jul - Jun), 2020",Jowar,4th Advance Estimates,0.1,2.43,0.19,4,1855
India,Telangana,"Agriculture Year (Jul - Jun), 2020",Maize,4th Advance Estimates,0.26,2.64,1.75,5.55,6721
India,Telangana,"Agriculture Year (Jul - Jun), 2020",Nutri/Coarse Cereals,4th Advance Estimates,0.37,1.57,1.95,3.81,5212
India,Telangana,"Agriculture Year (Jul - Jun), 2020",Rice,4th Advance Estimates,2.31,5.14,7.7,6.3,3327
India,Telangana,"Agriculture Year (Jul - Jun), 2020",Soyabean,4th Advance Estimates,0.16,1.26,0.24,1.89,1503
India,Telangana,"Agriculture Year (Jul - Jun), 2020",Sunflower,4th Advance Estimates,0.01,3.12,0.02,8.27,2714
India,Telangana,"Agriculture Year (Jul - Jun), 2020",Tur (Arhar),4th Advance Estimates,0.43,8.91,0.33,7.77,778
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,4th Advance Estimates,19.93,15.41,58.32,18.89,2926
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Bajra,4th Advance Estimates,0.91,11.99,2.01,18.54,2221
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Gram,4th Advance Estimates,0.61,6.2,0.84,7.01,1376
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Jowar,4th Advance Estimates,0.17,4.1,0.27,5.74,1578
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Lentil (Masur),4th Advance Estimates,0.47,32.62,0.47,32.2,988
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Maize,4th Advance Estimates,0.77,7.85,1.8,5.72,2331
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Nine Oilseeds,4th Advance Estimates,1.2,4.16,1.26,3.49,1054
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Nutri/Coarse Cereals,4th Advance Estimates,2.02,8.49,4.59,8.97,2266
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Onion,3rd Advance Estimates,0.02855,1.74,0.47084,1.75,16494
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Potato,3rd Advance Estimates,0.62044,27.6,15.81131,29.16,25484
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Rapeseed & Mustard,4th Advance Estimates,0.7,10.48,0.99,9.79,1412
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Rice,4th Advance Estimates,5.68,12.6,15.66,12.81,2759
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Sugarcane,4th Advance Estimates,2.18,44.89,177.67,44.5,81500
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Total Pulses,4th Advance Estimates,2.38,8.24,2.56,9.97,1079
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Tur (Arhar),4th Advance Estimates,0.3,6.16,0.29,6.83,988
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2020",Wheat,4th Advance Estimates,9.85,31.16,35.5,32.42,3604
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2020",Sugarcane,4th Advance Estimates,0.08,1.73,6.96,1.74,82900
India,West Bengal,"Agriculture Year (Jul - Jun), 2020",Foodgrains,4th Advance Estimates,6.61,5.11,20.11,6.51,3040
India,West Bengal,"Agriculture Year (Jul - Jun), 2020",Coconut,3rd Advance Estimates,0.03184,1.46,0.27233,1.87,8553
India,West Bengal,"Agriculture Year (Jul - Jun), 2020",Jute & Mesta,4th Advance Estimates,0.52,78.24,1.3698,79.68,2643
India,West Bengal,"Agriculture Year (Jul - Jun), 2020",Lentil (Masur),4th Advance Estimates,0.16,10.99,0.14,9.38,855
India,West Bengal,"Agriculture Year (Jul - Jun), 2020",Maize,4th Advance Estimates,0.37,3.7,2.45,7.76,6702
India,West Bengal,"Agriculture Year (Jul - Jun), 2020",Nine Oilseeds,4th Advance Estimates,0.93,3.23,1.17,3.24,1260
India,West Bengal,"Agriculture Year (Jul - Jun), 2020",Nutri/Coarse Cereals,4th Advance Estimates,0.37,1.57,2.46,4.81,6563
India,West Bengal,"Agriculture Year (Jul - Jun), 2020",Onion,3rd Advance Estimates,0.04061,2.48,0.7476,2.79,18410
India,West Bengal,"Agriculture Year (Jul - Jun), 2020",Potato,3rd Advance Estimates,0.487,21.66,13.201,24.34,27107
India,West Bengal,"Agriculture Year (Jul - Jun), 2020",Rapeseed & Mustard,4th Advance Estimates,0.59,8.86,0.72,7.12,1215
India,West Bengal,"Agriculture Year (Jul - Jun), 2020",Rice,4th Advance Estimates,5.58,12.38,16.65,13.62,2984
India,West Bengal,"Agriculture Year (Jul - Jun), 2020",Tomato,3rd Advance Estimates,0.05924,6.85,1.284,6.1,21
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,,4.09,3.22,12.36,4.15,3022
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Coconut,,0.11138,5.12,1.07298,7.66,9634
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Cotton,,0.66,4.87,0.4267,6.95,649
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Gram,,0.46,4.73,0.56,5.05,1218
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Groundnut,,0.66,13.7,0.85,8.53,1284
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Jowar,,0.16,3.21,0.39,8.15,2510
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Maize,,0.3,3.15,2.02,7.01,6701
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Nutri/Coarse Cereals,,0.54,2.24,2.53,5.3,4714
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Onion,,0.043,3,0.981,3.76,22814
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Rice,,2.3,5.27,8.66,7.28,3765
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Sugarcane,,0.09,1.87,6.72,1.81,78186
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Tobacco,,0.085,21.02,0.185,23.08,2176
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Tomato,,0.061,7.46,2.81,13.67,46
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Total Pulses,,1.25,4.47,1.17,5.07,932
India,Assam,"Agriculture Year (Jul - Jun), 2019",Coconut,,0.02075,0.95,0.11025,0.79,5313
India,Assam,"Agriculture Year (Jul - Jun), 2019",Jute & Mesta,,0.07,10.02,0.1458,8.22,2165
India,Assam,"Agriculture Year (Jul - Jun), 2019",Potato,,0.10475,5.11,0.75622,1.56,7219
India,Assam,"Agriculture Year (Jul - Jun), 2019",Rapeseed & Mustard,,0.29,4.19,0.18,1.94,617
India,Assam,"Agriculture Year (Jul - Jun), 2019",Rice,,2.29,5.25,4.98,4.19,2176
India,Bihar,"Agriculture Year (Jul - Jun), 2019",Foodgrains,,6.18,4.87,14.23,4.78,2302
India,Bihar,"Agriculture Year (Jul - Jun), 2019",Coconut,,0.01216,0.56,0.05406,0.39,4444
India,Bihar,"Agriculture Year (Jul - Jun), 2019",Jute & Mesta,,0.06,9.22,0.144,8.12,2325
India,Bihar,"Agriculture Year (Jul - Jun), 2019",Lentil (Masur),,0.14,10.98,0.09,8.17,630
India,Bihar,"Agriculture Year (Jul - Jun), 2019",Maize,,0.67,7.03,2,6.96,2975
India,Bihar,"Agriculture Year (Jul - Jun), 2019",Nutri/Coarse Cereals,,0.69,2.87,2.02,4.23,2932
India,Bihar,"Agriculture Year (Jul - Jun), 2019",Onion,,0.058,4.05,1.313,5.03,22638
India,Bihar,"Agriculture Year (Jul - Jun), 2019",Potato,,0.258,12.58,7.71,15.88,29884
India,Bihar,"Agriculture Year (Jul - Jun), 2019",Rice,,2.89,6.61,6.3,5.3,2182
India,Bihar,"Agriculture Year (Jul - Jun), 2019",Sugarcane,,0.22,4.86,13.58,3.66,60649
India,Bihar,"Agriculture Year (Jul - Jun), 2019",Sunflower,,0.01,3.54,0.01,5.4,1421
India,Bihar,"Agriculture Year (Jul - Jun), 2019",Tobacco,,0.01027,2.54,0.01803,2.25,1756
India,Bihar,"Agriculture Year (Jul - Jun), 2019",Tomato,,0.052,6.36,0.964,4.69,18
India,Bihar,"Agriculture Year (Jul - Jun), 2019",Wheat,,2.15,6.86,5.58,5.17,2595
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2019",Gram,,0.38,3.94,0.09,0.8,231
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2019",Potato,,0.04354,2.12,0.58653,1.21,13471
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2019",Rice,,3.67,8.4,6.77,5.7,1848
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2019",Tomato,,0.06461,7.9,1.199,5.83,18
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Bajra,,0.44,5.77,0.91,8.81,2098
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Coconut,,0.0274,1.26,0.18268,1.3,6667
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Cotton,,2.66,19.7,1.4654,23.89,552
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Gram,,0.41,4.18,0.64,5.73,1568
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Groundnut,,1.69,35,4.65,46.68,2751
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Nine Oilseeds,,2.87,10.57,6.65,20.03,2320
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Nutri/Coarse Cereals,,0.93,3.9,1.79,3.74,1912
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Onion,,0.058,4.05,1.422,5.45,24517
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Potato,,0.118,5.75,3.6165,7.45,30648
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Rapeseed & Mustard,,0.17,2.52,0.33,3.66,1932
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Soyabean,,0.1,0.83,0.13,1.18,1318
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Sugarcane,,0.16,3.5,11.57,3.12,71890
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Tobacco,,0.16226,40.13,0.38265,47.75,2358
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Tomato,,0.05,6.11,1.427,6.94,28
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Total Pulses,,0.9,3.22,1.06,4.59,1172
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Tur (Arhar),,0.21,4.69,0.21,5.42,991
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Wheat,,1.02,3.25,3.33,3.08,3268
India,Haryana,"Agriculture Year (Jul - Jun), 2019",Foodgrains,,4.59,3.62,17.86,6,3891
India,Haryana,"Agriculture Year (Jul - Jun), 2019",Bajra,,0.49,6.53,1.02,9.83,2068
India,Haryana,"Agriculture Year (Jul - Jun), 2019",Cotton,,0.72,5.36,0.4216,6.89,584
India,Haryana,"Agriculture Year (Jul - Jun), 2019",Nine Oilseeds,,0.66,2.43,1.18,3.54,1783
India,Haryana,"Agriculture Year (Jul - Jun), 2019",Nutri/Coarse Cereals,,0.54,2.25,1.1,2.3,2031
India,Haryana,"Agriculture Year (Jul - Jun), 2019",Onion,,0.024,1.68,0.61,2.34,25417
India,Haryana,"Agriculture Year (Jul - Jun), 2019",Potato,,0.025,1.22,0.626,1.29,25045
India,Haryana,"Agriculture Year (Jul - Jun), 2019",Rapeseed & Mustard,,0.64,9.35,1.15,12.6,1793
India,Haryana,"Agriculture Year (Jul - Jun), 2019",Sugarcane,,0.1,2.09,7.73,2.09,80274
India,Haryana,"Agriculture Year (Jul - Jun), 2019",Sunflower,,0.01,3.99,0.02,7.9,1846
India,Haryana,"Agriculture Year (Jul - Jun), 2019",Wheat,,2.53,8.08,11.88,11.01,4687
India,Jharkhand,"Agriculture Year (Jul - Jun), 2019",Gram,,0.23,2.37,0.28,2.49,1197
India,Jharkhand,"Agriculture Year (Jul - Jun), 2019",Lentil (Masur),,0.06,4.78,0.05,4.8,849
India,Jharkhand,"Agriculture Year (Jul - Jun), 2019",Potato,,0.04888,2.38,0.70563,1.45,14437
India,Jharkhand,"Agriculture Year (Jul - Jun), 2019",Rapeseed & Mustard,,0.29,4.25,0.23,2.54,794
India,Jharkhand,"Agriculture Year (Jul - Jun), 2019",Total Pulses,,0.79,2.83,0.81,3.54,1030
India,Jharkhand,"Agriculture Year (Jul - Jun), 2019",Tur (Arhar),,0.23,5.09,0.24,6.21,1048
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Foodgrains,,7.71,6.07,12.78,4.3,1658
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Bajra,,0.32,4.27,0.37,3.54,1140
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Coconut,,0.62403,28.71,2.96599,21.18,4753
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Cotton,,0.82,6.06,0.3961,6.46,485
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Gram,,0.86,8.91,0.68,6.1,782
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Groundnut,,0.5,10.45,0.5,5.05,998
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Jowar,,0.83,17.14,0.99,20.68,1194
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Maize,,1.42,14.88,4.26,14.8,2990
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Nine Oilseeds,,1.01,3.74,1.04,3.13,1025
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Nutri/Coarse Cereals,,3.26,13.6,6.81,14.27,2088
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Onion,,0.16,11.18,2.275,8.72,14219
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Soyabean,,0.32,2.62,0.38,3.37,1183
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Sugarcane,,0.43,9.32,38.18,10.31,89000
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Sunflower,,0.13,56.51,0.1,48.65,802
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Tobacco,,0.09,22.26,0.083,10.36,922
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Tomato,,0.067,8.19,2.103,10.23,31
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Total Pulses,,3.11,11.12,2.16,9.36,693
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Tur (Arhar),,1.55,34.09,1.13,28.94,729
India,Kerala,"Agriculture Year (Jul - Jun), 2019",Coconut,,0.76078,35.01,4.814,34.37,6328
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,,15.25,12.01,33.52,11.27,2199
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Bajra,,0.3,3.92,0.66,6.34,2219
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Cotton,,0.65,4.82,0.2805,4.56,430
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Gram,,1.93,19.86,2.73,24.63,1417
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Groundnut,,0.22,4.58,0.35,3.52,1587
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Jowar,,0.11,2.24,0.17,3.46,1529
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Lentil (Masur),,0.38,29.09,0.29,26.7,777
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Maize,,1.4,14.67,4.07,14.15,2899
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Nine Oilseeds,,7.47,27.52,6.45,19.42,864
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Nutri/Coarse Cereals,,1.92,8.01,5.03,10.53,2617
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Onion,,0.17389,12.15,4.2707,16.37,24560
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Potato,,0.151,7.36,3.4573,7.12,22896
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Rapeseed & Mustard,,0.68,9.85,1.04,11.38,1538
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Soyabean,,6.19,50.8,4.89,43.53,789
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Sugarcane,,0.13,2.72,7.43,2.01,59470
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Tomato,,0.0939,11.48,2.737,13.32,29
